code,product_name,brands,categories,ingredients_text,quantity
0813277019916,Kids SPF 50 Mineral Sunscreen,babyganics,Sunscreen,"water, isododecane, caprylic/capric triglyceride, isodecyl neopentanoate, neopentyl glycol diheptanoate, shea butter ethyl esters, carthamus tinctorius (safflower) seed oil, C30-38 olefin/isopropyl maleate/MA copolymer, propanediol, coco-glucoside, cetearyl alcohol, cetearyl glucoside, cetearyl olivate, sodium acrylates copolymer, polyglyceryl, simmondsia chinensis (jojoba) seed oil, sodium hydroxide, xanthan gum, tocopherol, glycerin, sodium phytate, helianthus annuus (sunflower) seed oil, solanum lycopersicum (tomato) seed oil, vaccinium macrocarpon (cranberry) seed oil, nigella sativa (black cumin) seed oil, rubus idaeus (raspberry) seed oil, citric acid, tapioca",
4305615826097,Sonnenmilch 30 LSF,Sunozon,Sunscreen,"Ingredients: Aqua, Glycerin, C12-15 Alkyl Benzoate, Diisopropyl Adipate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Salicylate, Potassium Cetyl Phosphate, Diethylhexyl Butamido Triazone, Dicaprylyl Ether, Myristyl Alcohol, Phenoxyethanol, Xanthan Gum, Phenylbenzimidazole Sulfonic Acid, Tocopheryl Acetate, Parfum, Potassium Hydroxide, Sclerotium Gum, Acacia Senegal Gum, Caprylhydroxamic Acid.",200 ml
4088500670769,OMBRA SUN,Ombra,Sunscreen,,250ml
4056489834830,sensitive SOLLOTION,Cien,Sunscreen,"Aqua, Dibutyl Adipate, C12-15 Alkyl Benzoate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Phenylbenzimidazole Sulfonic Acid, Diethylhexyl Butamido Triazone, Hydrogenated Dimer Dilinoleyl/ Dimethylcarbonate Copolymer, Ethylhexyl Triazone, Acrylates Copolyme Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Aminomethyl Propanol Caprylyl Glycol, Dipropylene Glycol, Glyceryl Caprylate, Potassium Cetyl Phosphate, Sodium Hydroxide, Sodium Laureth Sulfate, Tetrasodium Iminodisuccinate, Tocopherol, Triethanolamine. 41105",
0074140021065,Eucerin Sensitive Mineral Zinc Oxide Protection SPF 50,,"Incorrect product type, Sunscreen, Cosmetic products, non-food-products, open-beauty-facts",,
4005900458773,Crème Visage Solaire Anti-Rides UV Q10 FPS 50,Nivea sun,Sunscreen,"Aqua, Alcohol Denat, Butyl Methoxydibenzoylmethane, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Isopropyl Palmitate, C12-15 Alkyl Benzoate, Glycerin, Dibutyl Adipate, Ethylhexyl Triazone, Butylene Glycol Dicaprylate/Dicaprate, Cetearyl Alcohol, Distarch Phosphate, Phenylbenzimidazole Sulfonic Acid, Glyceryl Stearate, Tapioca Starch, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Glycyrrhiza Inflata Root Extract, Ubiquinone, Tocopheryl Acetate, Hydroxypropyl Starch Phosphate, Xanthan Gum, Sodium Stearoyl Glutamate, Hydrogenated Rapeseed Oil, Cocoglycerides, Hydrogenated Coco-Glycerides, Silica Dimethyl Silylate, Sodium Hydroxide, Sodium Chloride, Hydroxyacetophenone, Ethylhexylglycerin, Phenoxyethanol, Trisodium EDTA, Linalool, Benzyl Alcohol, Alpha-Isomethyl Ionone, Limonene, Geraniol, Citronellol, Parfum",50 ml
42449010,Protection Solaire Visage UV FPS30 Hydratante,Nivea sun,Sunscreen,"Aqua, Alcohol Denat, Butyl Methoxydibenzoylmethane, Tapioca Starch, Isopropyl Palmitate, Glycerin, C12-15 Alkyl Benzoate, Dibutyl Adipate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Butylene Glycol Dicaprylate/Dicaprate, Ethylhexyl Triazone, Phenylbenzimidazole Sulfonic Acid, Glyceryl Stearate, Cetyl Alcohol, Hydrogenated Rapeseed Oil, Stearyl Alcohol, Hydroxypropyl Starch Phosphate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Tocopheryl Acetate, Ubiquinone, Sodium Stearoyl Glutamate, Polyglyceryl-10 Stearate, Xanthan Gum, Sodium Hydroxide, Sodium Cetearyl Sulfate, Sodium Chloride, Caprylyl Glycol, Ethylhexylglycerin, Phenoxyethanol, Trisodium EDTA, Linalool, Benzyl Alcohol, Alpha-Isomethyl Ionone, Limonene, Geraniol, Citronellol, Parfum",50 ml
4005900911919,Crème Protection Solaire Spray FPS 50+ Sensitive,Nivea sun,Sunscreen,"aqua, Alcohol Denat, Butyl Methoxydibenzoylmethane, Ethylhexyl Triazone, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Isopropyl Palmitate, C12-15 Alkyl Benzoate, Dibutyl Adipate, Butylene Glycol Dicaprylate/Dicaprate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Glyceryl Stearate, Glycerin, Phenylbenzimidazole Sulfonic Acid, Glycyrrhiza Inflata Root Extract, Aloe Barbadensis Leaf Juice Powder, Tocopheryl Acetate, Microcrystalline Cellulose, Cellulose Gum, C18-38 Alkyl Hydroxystearoyl Stearate, Copernicia Cerifera Cera, Hydrogenated Rapeseed Oil, Cetyl Palmitate, Xanthan Gum, Sodium Stearoyl Glutamate, Sodium Hydroxide, Sodium Chloride, Caprylyl Glycol, Ethylhexylglycerin, Trisodium EDTA",270 ml
4005900597243,Crème Protection Solaire Lait FPS 50+ Sensitive,Nivea sun,Sunscreen,"Aqua, Alcohol Denat, Butyl Methoxydibenzoylmethane, Ethylhexyl Triazone, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Isopropyl Palmitate, C12-15 Alkyl Benzoate, Dibutyl Adipate, Butylene Glycol Dicaprylate/Dicaprate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Glyceryl Stearate, Phenylbenzimidazole Sulfonic Acid, Glycerin, Glycyrrhiza Inflata Root Extract, Aloe Barbadensis Leaf Juice Powder, Tocopheryl Acetate, Hydroxypropyl Starch Phosphate, Microcrystalline Cellulose, C18-38 Alkyl Hydroxystearoyl Stearate, Copernicia Cerifera Cera, Hydrogenated Rapeseed Oil, Silica Dimethyl Silylate, Cetyl Palmitate, Xanthan Gum, Sodium Stearoyl Glutamate, Ethylhexylglycerin, Caprylyl Glycol, Trisodium EDTA, Cellulose Gum, Sodium Hydroxide, Sodium Chloride",200 ml
7640148840866,Elementre non tinted mineral sun protection,Elementrē,Sunscreen,,50ml
3282770202120,Protect Crème SPF50+,"A-Derma, Pierre Fabre",Facial sunscreens,"Water (Aqua), C12-15 Alkyl Benzoate, Coco-Caprylate/Caprate, Methylene Bis-Benzotruazolyl Tetramethylbutylphenol [Nano], Caprylic/Capric Triglyceride, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Diethylhexyl Butamido Triazone, Glycerin, Silica, Butyl Methoxydibenzoylmethane, Potassium Cetyl Phosphate, Decyl Glucoside, 1-2-Hexanediol, VP/Eicosene Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Avena Sativa (Oat) Sprout Oil, Benzoic Acid, Carbomer, Disodim Edta, Glyceryl Behenate, Glyceryl Dibehenate, Helianthus Annuus (Sunflower) Seed Oil (Helianthus Annuus Seed Oil), Propylene Glycol, Sodium Hydroxide, Tocopherol, Tocopheryl Acetate, Tribehenin, Xanthan Gum.",40 ml
0850452007696,Tinted Facial Sunscreen SPF 20,Beauty By Earth,"Incorrect product type, Sunscreen, non-food-products, open-beauty-facts","Organic Aloe Barbadensis (Aloe Vera) Leaf Juice, Organic Cocos Nucifera (Coconut) Oil, Sorbitan Sesquioleate, Vegetable Glycerine, Glyceryl Stearate SE, Organic Helianthus Annuus (Sunflower) Oil, Organic Simmondsia Chinensis (Jojoba) Seed Oil, Ricinus Communis (Castor) Seed Oil, Organic Rosmarinus Officinalis Leaf Extract, Magnesium Sulfate, Ascorbyl Glucoside (Vitamin C), Xanthan Gum, Organic Argania Spinosa Kemel (Argan) Oil, Organic Cucumis Sativus (Cucumber) Fruit Extract, Organic Ginkgo Biloba Extract, Radish Root Ferment Filtrate, Cupressus Sempervirens (Cypress) Leaf Essential Oil, Citrus Paradisi (Pink Grapefruit) Essential Oil, Iron Oxides",
77275271,Continuous Protection Sensitive Skin Zinc Oxide Sunscreen SPF 50,Aveeno,"Incorrect product type, Sunscreen, non-food-products, open-beauty-facts","Water, C12-15 Alkyl Benzoate, Styrene/Acrylates Copolymer, Octyldodecyl Citrate Crosspolymer, Phenyl Trimethicone, Cetyl PEG/PPG-10/1 Dimethicone, Dimethicone, Polyhydroxystearic Acid, Glycerin, Ethyl Methicone, Silica, Cetyl Dimethicone, Triethoxycaprylylsilane, Phenoxyethanol, Glyceryl Behenate, Sodium Chloride, Acrylates/Dimethicone Copolymer, Chlorphenesin, Phenethyl Alcohol, Avena Sativa (Oat) Kemel Four, Caprylyl Glycol, Cetyl Dimethicone/Bis-Vinyldimethicore Crosspolymer, Chrysanthemum Parthenium (Feverfew)",
0303162046450,Sensitive Mineral Sunscreen,Blue Lizard,"Incorrect product type, Sunscreen, non-food-products, open-beauty-facts","1,2-Hexanediol, Aloe Barbadensis Leaf Juice Powder, Alumina, Aluminum Stearate, Butyloctyl Salicylate, C12-15, Alkyl Benzoate, Caprylyl Glycol, Cetyl Dimethicone, Cetyl, PEG/PPG-10/1 Dimethicone, Dimethicone, Disodium, EDTA, Ethylhexyl Palmitate, Ethylhexyl Stearate, Euphorbia Cerifera (Candelilla, Wax, Hexyl Laurate, Hydroxyacetophenone, Methyl, Glucose Dioleate, Octyldodecyl, Neopentanoate, PEG-7, Hydrogenated Castor Oil, Polyglyceryl-4 Isostearate, Polyhydroxystearic Acid, Propanediol, Tocopherol, Mitamin E, Tocopheryl Acetate, Triethoxycaprylylsilane, Trimethylsiloxysilicate, VP/Hexadecane Copolymer, Water",
4066447105575,50 Hoch Sonnenmilch,dm sun dance,Sunscreen,"Ingredients: Aqua, Dibutyl Adipate, Glycerin, Diethylamino Hydroxy - benzoyl Hexyl Benzoate, C12-15 Alkyl Benzoate, Ethylhexyl Salicylate, Ethylhexyl Triazone, Bis-Diglyceryl Polyacyladipate-2, Potassium Cetyl Phosphate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Oryza Sativa Bran Cera, Hydrogenated Palm Glycerides, Tocopheryl Acetate, Phenylbenzimidazole Sulfonic Acid, Hydroxyacetophenone, Squalane, Microcrystalline Cellulose, Parfum, Potassium Hydroxide, Caprylyl Glycol, Decylene Glycol, Succinoglycan, Tetrasodium Iminodisucci - nate, Galactoarabinan, Cellulose Gum, Xanthan Gum, Limonene, Alpha-Isomethyl Ionone, Caprylhydroxamic Acid, Benzyl Alcohol.",50 ml
0070501113424,Hydro Boost Water Gel Lotion SPF 50,Neutrogena,Sunscreen,"Water, Homosalate, Octocrylene, Ethylhexyl Salicylate, Oxybenzone, Glycerin, Alcohol Denat., Caprylyl Methicone, Butyl Methoxydibenzoylmethane, Diisopropyl Adipate, Silica, Dicaprylyl Carbonate, Dimethicone, Polyurethane-62, Phenoxyethanol, Hydroxyacetophenone, Pentylene Glycol, Aluminum Starch Octenylsuccinate, Sodium Acryloyldimethyltaurate/VP Crosspolymer, Acrylates/Dimethicone Copolymer, Fragrance, Glyceryl Stearate, Chlorphenesin, Menthyl Lactate, Tocopheryl Acetate, Disodium EDTA, Trideceth-6, Hydrolyzed Hyaluronic Acid, Sodium Hydroxide, Cl 60725, CI 42090","88 mL, 3 fl oz"
7313272135275,Sollotion SPF 30,apoteket,Sunscreen,"Aqua, Dibutyl Adipate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Salicylate, C12-13 Alkyl Lactate, Ethylhexyl Triazone, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Glycerin, Phenoxyethyl Caprylate, Propanediol, VP/Eicosene Copolymer, Cetearyl Alcohol, Phenylbenzimidazole Sulfonic Acid, Propylheptyl Caprylate, Canola Oil, Dimethicone, Inositol, Tocopheryl Acetate, Potassium Cetyl Phosphate, PEG-100 Stearate, Tocopherol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ammonium Acryloyldimethyltaurate/VP Copolymer, Xanthan Gum, Caprylyl Glycol, Sodium Hydroxide, Phenoxyethanol.",300 ml
7313272150834,Sollotion SPF 30,apoteket,Sunscreen,"Aqua, Dibutyl Adipate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Salicylate, C12-13 Alkyl Lactate, Ethylhexyl Triazone, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Glycerin, Phenoxyethyl Caprylate, Propanediol, VP/Eicosene Copolymer, Cetearyl Alcohol, Phenylbenzimidazole Sulfonic Acid, Propylheptyl Caprylate, Canola Oil, Dimethicone, Inositol, Tocopheryl Acetate, Potassium Cetyl Phosphate, PEG-100 Stearate, Tocopherol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ammonium Acryloyldimethyltaurate/VP Copolymer, Xanthan Gum, Caprylyl Glycol, Sodium Hydroxide, Phenoxyethanol.",300 ml
3337875895781,Mineral 89 72h moisture boosting daily fluid,Vichy,Sunscreen,AQUA/WATER/ EAU ALCOHOL DENAT SILICA ISOPROPYL MYRISTATE DIISOPROPYL SEBACATE ETHYLHEXYL SALICYLATE ETHYLHEXYL TRIAZONE BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE BUTYL METHOXYDIBENZOYLMETHANE GLYCERIN PROPANEDIOL C12-22 ALKYL ACRYLATE/HYDROXYETHYLACRYLATE COPOLYMER NIACINAMIDE - DROMETRIZOLE TRISILOXANE PERLITE - TOCOPHEROL CAPRYLIC/CAPRIC TRIGLYCERIDE CITRIC ACID - HYDROXYACETOPHENONE MINERAL SALTS SODIUM HYALURONATE - TRIETHANOLAMINE TRISODIUM ETHYLENEDIAMINE DISUCCINATE - VITREOSCILLA FERMENT SQUALANE - ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER BUTYLENE GLYCOL - CAPRYLYL GLYCOL DISODIUM PHOSPHATE HYDROXYETHYLCELLULOSE - POLYSORBATE 60 SODIUM PHOSPHATE TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID. Code FLL: N70040137/2,50ml
2000000152404,ShadeDrops Broad Spectrum SPF 30 Mineral Milk Sunscreen,Summer Fridays,Sunscreen,"ZINC OXIDE 9.4%, WATER, C12-15 ALKYL BENZOATE, SORBITAN OLEATE DECYLGLUCOSIDE CROSSPOLYMER, ARGANIA SPINOSA KERNEL OIL, TOCOPHERYL ACETATE, AMMONIUM ACRYLOYLDIMETHYLTAURATE/VP COPOLYMER, GLYCERIN, CARAMEL, POLYESTER-5, SQUALANE, BUTYROSPERMUM PARKII (SHEA) BUTTER EXTRACT, BISABOLOL, PHOSPHOLIPIDS, TOCOPHEROL, ETHYL FERULATE, UREA, ETHYLHEXYLGLYCERIN, GLUCONOLACTONE, TRIETHOXYCAPRYLYLSILANE, DIMETHICONE, SODIUM CHLORIDE, BENZYL ALCOHOL, SODIUM BENZOATE, SORBIC ACID, CHLORPHENESIN, PHENOXYETHANOL",1.7 oz
4005808855926,Nivea Sun,,Sunscreen,"Aqua, Glycerin, Isopropyl Palmitate, Alcohol Denat., Butyl Methoxydibenzoylmethane, Cocoglycerides, Bis-Ethylhexyl - oxyphenol Methoxyphenyl Triazine, Ethylhexyl Salicylate, Titanium Dioxide (nano), Butylene Glycol Dicaprylate/Dicaprate, C12-15 Alkyl Benzoate, Hydrogenated Rapeseed Oil, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Triazone, Silica Dimethyl Silylate, Phenylbenzimidazole Sulfonic Acid, Tocopheryl Acetate, Microcrystalline Cellulose, Cellulose Gum, Behenyl Alcohol, Stearyl Alcohol, Phenoxyethanol, Xanthan Gum, Hydroxy - acetophenone, Silica, Trisodium EDTA, Sodium Stearoyl Glutamate, Dimethicone, Sodium Hydroxide, Sodium Chloride, Parfum",125 ml
5900717311077,Sun protection emulsion,Lirene Dermoprogram,Sunscreen,"Aqua (Water), Dibutyl Adipate, C12-15 Alkyl Benzoate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Salicylate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Ethylhexyl Triazone, Glycerin, Potassium Cetyl Phosphate, Glyceryl Stearate, Acrylates/C12-22 Alkyl Methacrylate Copolymer, Cetyl Alcohol, 1,2-Hexanediol, Butyloctyl Salicylate, Allantoin, Lespedeza Capitata Leaf/Stem Extract, Hydroxyacetophenone, Tocopheryl Acetate, Butyrospermum Parkii (Shea) Butter, Carbomer, Arginine, Propanediol, Titanium Dioxide, Sodium Hydroxide, Xanthan Gum, Coco-Glucoside,Sodium Phytate, Disodium Lauryl Sulfosuccinate, Stearic Acid, Alumina.",90 ml
3760211481421,Spray solaire Alga maris,laboratoires de Biarritz,Sunscreen,"Caprylic/Capric Triglyceride, Coconut Alkanes, Zinc Oxide, Titanium Dioxide, Helianthus Annuus Seed Oil, Cocos Nucifera Oil*, Polyglyceryl-2 Dipolyhydroxystearate, Alumina, Polyglyceryl-3 Diisostearate, Stearic Acid, Coco-Caprylate/Caprate, Glyceryl Caprylate, Gelidium Sesquipedale Extract, Propanediol, Tocopherol, Aqua, Polyglyceryl-4 Caprate",100ml
3600541271814,Sensitive Expert+ - Lait visage & corps FPS 50+ pour peaux sensibles,"Garnier, Ambre Solaire","Sunscreen, open-beauty-facts, fr:Laits solaires",,200 ml
8904352002250,sun shield aloe vera sunscreen,,Sunscreen,"ALOE VERA has been called the &quot;soothing desert lily,&quot; used for thousands of years as a natural healer and sun protector. This nutrient-rich lotion is blended with pure aloe vera, sunflower, neem, nut grass & greater galangal to keep skin soft, fair and moisturized in the sun. Also contains naturally derived zinc oxide. Protects skin with broad spectrum SPF 75 UVA/UVB sunscreen",190ml
23296046,LSF 20 Sonnenmilch,,Sunscreen,"INGREDIENTS: AQUA, OCTOCRYLENE, GLYCERIN, ETHYLHEXYL SALICYLATE, ETHYLHEXYL STEARATE, ISOPROPYL PALMITATE, BUTYL METHOXYDIBENZOYLMETHANE, TITANIUM DIOXIDE (NANO), TOCOPHERYL ACETATE, OLEA EUROPAEA OIL UNSAPONIFIABLES, OLEA EUROPAEA FRUIT EXTRACT, PARFUM, DIMETHICONE, VP/HEXADECENE COPOLYMER, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, PHENYLBENZIMIDAZOLE SULFONIC ACID, SILICA, METHICONE, CARBOMER, CAPRYLYL GLYCOL, BENZYL ALCOHOL, CAPRYLHYDROXAMIC ACID, LINALOOL, EUGENOL, LIMONENE, CITRONELLOL, BENZYL SALICYLATE, GERANIOL, SODIUM HYDROXIDE, TETRASODIUM EDTA",300ml
8858696820165,AcneSol SPF50+ comfort sunscreen,sasi,Sunscreen,"Aqua (Water), Ethylhexyl Methoxycinnamate, Octocrylene, Butylene Glycol, Butyl Methoxydibenzoylmethane, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol (Nano), Propylene Glycol, Isoamyl p-Methoxycinnamate, Nylon-12, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Xanthan Gum, HDI/Trimethylol Hexyllactone Crosspolymer, Polysorbate 20, Decyl Glucoside, Disodium EDTA, Triethylene Glycol, Sodium Hydroxide, Salicylic Acid, Niacinamide, Silica, Titanium Dioxide, Tocopheryl Acetate, Dextrin, Caprylic/Capric Triglyceride, Centella Asiatica Leaf Extract, Boswellia Serrata Extract, Honey Extract, Oryza Sativa (Rice) Bran Extract, Himanthalia Elongata Extract, Hydrolyzed Vegetable Protein, Phenoxyethanol, Chlorphenesin, Sodium Benzoate.",15g
0071249317488,Ombrelle endurance sport,Garnier Ombrelle,Sunscreen,"Active ingrédients :
homosalate 10.72%,octocrylene 6%,oxybenzone 3.86%,octisalate 3.21%,avobenzone 3%, drometrizole trisiloxane 0.5%
inactive ingrédients :
eau,dimethicone,alcohol denat,copolymeres d'acrylate,copolymeres de dimethicone,d - alpha tocophérol,polyacrylate de sodium,phenoxyethanol,laurate de peg-8,silice,lactate de menthyle,caprylyl glycol, polymères croisé d'acrylate, acrylate d'alkyle en C10 a 30,EDTA de sodium",231 ml
8719134152777,Rituals Invisible Sun Protection Face Cream SPF50+,,"Sunscreen, Face protection SPF50+",,
3600550216592,Lait Solaire Tolérance Optimale SPF50,"Mixa, Mixa Solaire","Sunscreen, open-beauty-facts","Aqua / Water, Glycerin, Propylene Glycol, Diisopropyl Sebacate, Ethylhexyl Salicylate, Alcohol Denat., Butyl Methoxydibenzoylmethane, Titanium Dioxide (Nano)/Titanium Dioxide, Octocrylene, Isohexadecane, Ethylhexyl Triazone, C12-15 Alkyl Benzoate, Aluminum Starch Octenylsuccinate, Stearic Acid, Triethanolamine, Potassium Cetyl Phosphate, Synthetic Wax, Peg-100 Stearate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Glyceryl Stearate, Dimethicone, Terephthalylidene Dicamphor Sulfonic Acid, Palmitic Acid, Aluminum Hydroxide, Phenoxyethanol, Disodium EDTA, Tocopherol, Caprylyl Glycol, Xanthan Gum, Acrylates/C10-30 Alkyl Acrylate Crosspolymer",200 ml
3522931003761,spray invisible haute protection vinosun pritect indice 50,caudalie,"Sunscreen, open-beauty-facts",,150 ml
20382933,Sonnenmilch classic LSF 30,cien,Sunscreen,"Aqua, Octocrylene, Alcohol, Glycerin, C12-15 Alkyl Benzoate, Ethylhexyl Salicylate, Titanium Dioxide (Nano), Butyl Methoxydibenzoylmethane, Propylheptyl Caprylate, Stearyl Dimethicone, VP/Hexadecene Copolymer, Panthenol, Butyrospermum Parkii Butter, Parfum, Tocopheryl Acetate, Silica, Ethylhexylglycerin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Carbomer, Sodium Hydroxide, Xanthan Gum, Disodium EDTA, Dimethicone, Linalool, Limonene, Benzyl Salicylate, Eugenol, Citronellol, Coumarin, Tocopherol",250 ml
4005900246905,Nivea sun Schutz & Pflege,Nivea,Sunscreen,"Ingedients: Aqua,Homosalate, Glycerin, Alcohal Denat., Butyl Methoxydibenzovl - methane, Ethylhexyl Salicylate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine Ethylhexyl Triazone,Butylene Glycol Dicaprylate/Dicaprate, C12-15 Alkyl Benzo - ate,Stearyl Alcohol, Panthenol, C18-38 Alkyl Hydroxystearoyl Stearate,Glvcery Stearate,Sodium Phenylbenzimidazole Sulfonaté, Silica Dimethyl Silylate, Tria - contanyl PVP,Tocopheryl Acetate, Tetrasodium Iminodisuccinate,Cellulose Gum, Titanium Dioxide (nano), Xanthan Gum, Sodium Acrylates/C10-30Alkyl Acrylate Crosspolymer,Sodium Stearoyl Glutamate,Dimethicone, Silica, Trisodium EDTA, Sodium Chloride,Hydroxy acetophenone, Ethylhexyl - glycerin,Linalool, Limone ne, Benzyl Alcohol, Alpha - Isomethyl lonone, Citro - nellol, Coumarin, Parfum.",200 ml
4005900249401,Sun Schutz & Pflege LSF 30,"Nivea, Nivea Sun","Sunscreen, de:Sonnenmilch","Aqua, Isopropyl Palmitate, Glycerin, C12-15 Alkyl Benzoate, Alcohol Denat. (6,14Vol%), Butyl Methoxydibenzoylmethane, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Butylene Glycol Dicaprylate/Dicaprate, Ethylhexyl Salicylate, Titanium Dioxide (nano), Behenyl Alcohol, Hydrogenated Rapeseed Oil, Silica Dimethyl Silylate, Stearyl Alcohol, Ethylhexyl Triazone, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Phenylbenzimidazole Sulfonic Acid, Tocopheryl Acetate, Cellulose Gum, Tetrasodium Iminodisuccinate, Xanthan Gum, Trisodium EDTA, Sodium Stearoyl Glutamate, Sodium Chloride, Silica, Hydroxyacetophenone, Sodium Hydroxide, Phenoxyethanol, Dimethicone, Linalool, Benzyl Alcohol, Alpha-Isomethyl Ionone, Citronellol, Parfum.",250 ml
4305615908175,SUNOZON Sonnenmilch LSF 30,,Sunscreen,"Ingredients: Aqua, Glycerin, C12-15 Alkyl Benzoate, Diisopropyl Adipate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhe - xyl Salicylate, Potassium Cetyl Phosphate, Diethylhexyl Butamido Triazone, Dicaprylyl Ether, Myristyl Alcohol, Phenoxyethanol, Xanthan Gum, Phenylbenzimidazole Sulfonic Acid, Tocopheryl Acetate, Parfum, Potassium Hydroxide, Sclerotium Gum, Acacía Senegal Gum, Caprylhydroxamic Acid. 
OHNE OCTOCRYLENE",200 ml
9344021002010,Surf Life Saving Sunscreen,Sunlife Products,Sunscreen,"Homosalate 80 mg/g, Octocrylene 60 mg/g, Octyl Salicylate 50 mg/g, Butyl Methoxydibenzoylmethane 30 mg/g, 4-Methylben-zylidene Camphor 25 mg/g, 
Phenoxyethanol, Hydroxybenzoates",200ml
8904091145669,La Shield Fisico Matte Sunscreen Gel,La Shield Glenmark,"Sunscreen, Non Food Product","Zinc Oxide, C12-15 Alkyl Benzoate, Isostearic Acid, Polyhydroxystearic acid, Cyclopentasiloxane, Dimethicone Crosspolymer, Caprylyl Methicone, PEG-12 Dimethicone/PPG-20 Crosspolymer and DL-a-Tocopheryl Acetate.",50g
7627534532666,Lait Solaire,Prix Garantie,"Sunscreen, fr:Laits solaires",,250 ml
00061436,Spray hydra-protection FPS 15,Yves Rocher,Sunscreen,,150 ml
3401360167841,Sun Secure Brume 50+,svr,Sunscreen,,200 ml
4255582800104,KoRo Sonnenmilch sensitiv LSF 30,KoRo,Sunscreen,"Aqua, C12-15 Alkyl Benzoate, Glycerin, Dibutyl Adipate, Ethylhexyl Salicylate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Potassium Cetyl Phosphate, Dicaprylyl Ether, Ethylhexyl Triazone, Hydrogenated Palm Glycerides, Bi-Ethylhexyloxyphenol Methoxyphenyl Triazine, Diethylhexyl Butamido Triazone, Phenylbenzimidazole Sulfonic Acid, Behenyl Alcohol, Tocopheryl Acetate, Potassium Hydroxide, Hydroxyacetophenone, Caprylyl Glycol, Succinoglycan, Xanthan Gum, Decylene Glycol, Disodium EDTA, Caprylhydroxamic Acid, Tocopherol, Helianthus Annus Seed Oil",400ml
8470001960917,Gel-Crema Solar SPF30,Nesira,Sunscreen,"Aqua, Homosalate, Octoceylene, Butyl Methoxydibenzoylmethane, C12-15 Alkyl benzoate, Ethylhexyl salicylate, Glycerin, Cocoglycerides, Cyclopentasiloxane, Dicaprylyl carbonate, Diethylamino hydroxybenzoyl hexil benzoate, Ethylhexyl triazone, Hydroxyehylacrilate/Sodium acryloyldimethyltaurate copolymer, Polyglyceril-3 methylglucose disterate, Potassium cetyl phosphate, VP/Eicosene copolymer, Carnosine, Aloe barbadensis leaf juice, Phenoxyethanol, Glyceryl stearate, Peg-100 stearate, Parfum, Acrylates/C10-30 Alkyl acrylate crosspolymer, Ethylhexyglicerin, Hydroxyacetophenone, Tocopheryl Acetate, Disodium EDTA, Xanthan gum, Linalool, Citronellol, Benzyl Salicylate, Limonene, Alpha-isomethyl ionone, Coumarin Cinnamyl alcohol, Geraniol, Citral citric acid, Potassium sorbate, Sodium benzoate",200 mL
4056489405177,Cien Sun Sonnenspray 50+,Cien,Sunscreen,,150 ml
08131850,Protect Defense Moisturiser SPF 50,Superdrug,"Sunscreen, moisturiser",,75 ml
